title,category,nltk_len,spacy_len,spacy_embed_len
Eurovision 'greats' to do battle,bbc_entertainment,8,10,10
TV station refuses adoption show,bbc_entertainment,15,16,17
Film star Fox behind theatre bid,bbc_entertainment,19,22,22
Sideways dominates Spirit awards,bbc_entertainment,11,13,13
Hitch holds on to US box office,bbc_entertainment,5,7,8
Tarantino to direct CSI episode,bbc_entertainment,10,12,14
Arnold congratulated on Oscar win,bbc_entertainment,9,11,11
Shark Tale DVD is US best-seller,bbc_entertainment,6,7,7
A-listers flock to Gervais sitcom,bbc_entertainment,17,18,18
UK TV channel rapped for CSI ad,bbc_entertainment,8,10,11
Brookside actress Keaveney dies,bbc_entertainment,7,8,8
Levy takes Whitbread novel prize,bbc_entertainment,22,25,26
Levy tipped for Whitbread prize,bbc_entertainment,15,17,17
Brookside creator's Channel 4 bid,bbc_entertainment,6,7,7
Wife Swap makers sue US 'copycat',bbc_entertainment,9,11,11
Fightstar take to the stage,bbc_entertainment,20,22,23
New media battle for Bafta awards,bbc_entertainment,11,13,13
Elvis regains top chart position,bbc_entertainment,12,14,15
Duran Duran show set for US TV,bbc_entertainment,15,17,18
Fears raised over ballet future,bbc_entertainment,26,28,29
Hanks greeted at wintry premiere,bbc_entertainment,11,12,12
US TV special for tsunami relief,bbc_entertainment,7,10,10
Chris Evans back on the market,bbc_entertainment,28,34,36
Usher leads Soul Train shortlist,bbc_entertainment,10,13,14
New York rockers top talent poll,bbc_entertainment,17,22,23
French honour for director Parker,bbc_entertainment,8,10,10
Stars shine on Bafta red carpet,bbc_entertainment,25,28,28
De Niro completes box office coup,bbc_entertainment,9,11,12
Critics back Aviator for Oscars,bbc_entertainment,32,35,43
Briton wins short film Oscar,bbc_entertainment,23,26,27
Day-Lewis set for Berlin honour,bbc_entertainment,9,10,11
Bafta to hand out movie honours,bbc_entertainment,22,25,26
Last Star Wars 'not for children',bbc_entertainment,10,11,12
Blair buys copies of new Band Aid,bbc_entertainment,16,19,21
US charity anthem is re-released,bbc_entertainment,6,7,7
McCririck out of Big Brother show,bbc_entertainment,12,13,13
Ethnic producers 'face barriers',bbc_entertainment,8,10,10
Film row over Pirates 'cannibals',bbc_entertainment,13,15,16
Famed music director Viotti dies,bbc_entertainment,10,12,12
US show sued for rat-eating stunt,bbc_entertainment,8,9,9
Pop band Busted to 'take a break',bbc_entertainment,10,11,11
Bets off after Big Brother 'leak',bbc_entertainment,17,21,22
Singer Knight backs anti-gun song,bbc_entertainment,9,11,11
Singer Ferguson 'facing eviction',bbc_entertainment,9,11,12
Hundreds vie for best film Oscar,bbc_entertainment,9,11,11
Obituary: Dame Alicia Markova,bbc_entertainment,23,26,26
Da Vinci Code is 'lousy history',bbc_entertainment,13,15,15
Top stars join US tsunami TV show,bbc_entertainment,15,18,19
Gervais writing Simpsons episode,bbc_entertainment,12,14,14
Police praise 'courageous' Ozzy,bbc_entertainment,32,35,35
Disputed Nirvana box set on sale,bbc_entertainment,11,12,15
US actor 'found with gun residue',bbc_entertainment,10,12,12
Boogeyman takes box office lead,bbc_entertainment,7,10,9
Applegate's Charity show closes,bbc_entertainment,8,9,9
Aviator and Vera take Bafta glory,bbc_entertainment,27,29,30
Stars pay tribute to actor Davis,bbc_entertainment,17,18,18
US composer recreates Bach score,bbc_entertainment,11,13,13
Lost Doors frontman movie found,bbc_entertainment,12,13,13
Campaigners attack MTV 'sleaze',bbc_entertainment,13,14,14
Oasis star fined for German brawl,bbc_entertainment,9,10,10
Rock band U2 break ticket record,bbc_entertainment,10,12,12
John Peel replacement show begins,bbc_entertainment,16,22,23
Star Trek fans fight to save show,bbc_entertainment,12,14,15
West End to honour finest shows,bbc_entertainment,11,14,13
Public show for Reynolds portrait,bbc_entertainment,10,11,11
Vera Drake scoops film award,bbc_entertainment,11,13,14
School tribute for TV host Carson,bbc_entertainment,6,8,8
Franz Ferdinand's art school lesson,bbc_entertainment,22,26,25
Connick Jr to lead Broadway show,bbc_entertainment,7,9,9
Fox 'too reliant on reality TV',bbc_entertainment,13,14,14
Versace art portfolio up for sale,bbc_entertainment,8,9,9
US critics laud comedy Sideways,bbc_entertainment,9,11,11
Paraguay novel wins US book prize,bbc_entertainment,15,18,18
Double eviction from Big Brother,bbc_entertainment,9,11,11
CSI shows give 'unrealistic view',bbc_entertainment,20,22,23
Branson show flops on US screens,bbc_entertainment,10,12,12
Eminem beats Elvis to number one,bbc_entertainment,8,10,10
Usher leads Billboard nominations,bbc_entertainment,6,7,7
Hobbit picture 'four years away',bbc_entertainment,9,11,11
Abba queen enters music rich list,bbc_entertainment,15,17,16
Vera Drake's Bafta triumph hope,bbc_entertainment,18,21,22
Roundabout continues nostalgia trip,bbc_entertainment,98,122,130
Casino Royale is next Bond movie,bbc_entertainment,16,18,18
Robots march to US cinema summit,bbc_entertainment,10,11,11
Eminem secret gig venue revealed,bbc_entertainment,11,14,14
Sir Paul rocks Super Bowl crowds,bbc_entertainment,14,17,17
Housewives lift Channel 4 ratings,bbc_entertainment,6,8,8
Springer criticises Opera musical,bbc_entertainment,10,13,14
Johnny and Denise lose Passport,bbc_entertainment,6,8,8
New Harry Potter tops book chart,bbc_entertainment,11,13,13
Dirty Den's demise seen by 14m,bbc_entertainment,13,16,16
Slater to star in Broadway play,bbc_entertainment,7,9,9
George Michael to perform for BBC,bbc_entertainment,10,11,12
Elvis fans hold birthday bash,bbc_entertainment,7,9,9
US TV host Clark suffers stroke,bbc_entertainment,9,11,11
Stallone evicted from Big Brother,bbc_entertainment,12,14,14
Three DJs replace Peel radio show,bbc_entertainment,16,18,19
Lit Idol begins search for author,bbc_entertainment,13,16,16
DVD review: Harry Potter and the Prisoner of Azkaban,bbc_entertainment,12,14,14
Veteran comic Cyril Fletcher dies,bbc_entertainment,18,21,20
Top of the Pops leaves BBC One,bbc_entertainment,16,19,20
OutKast win at MTV Europe Awards,bbc_entertainment,25,30,29
Beastie Boys win sampling battle,bbc_entertainment,9,11,11
Buffy creator joins Wonder Woman,bbc_entertainment,13,14,14
Tarantino 'to make Friday sequel',bbc_entertainment,9,10,11
Women in film 'are earning less',bbc_entertainment,12,15,15
Britney attacks 'false tabloids',bbc_entertainment,9,11,11
Ray Charles studio becomes museum,bbc_entertainment,6,7,8
Ray DVD beats box office takings,bbc_entertainment,9,10,11
Halloween writer Debra Hill dies,bbc_entertainment,16,18,18
J-Lo and husband plan debut duet,bbc_entertainment,12,14,14
"Beatles suits sell for $110,000",bbc_entertainment,12,14,15
Oscar host Rock to keep it clean,bbc_entertainment,9,11,11
Little Britain vies for TV trophy,bbc_entertainment,12,15,16
Redford's vision of Sundance,bbc_entertainment,26,29,29
UK's National Gallery in the pink,bbc_entertainment,15,16,16
Aaliyah claim dismissed by court,bbc_entertainment,8,9,9
Farrell due to make US TV debut,bbc_entertainment,9,10,10
Stern dropped from radio stations,bbc_entertainment,10,12,12
Music man to the Oscars,bbc_entertainment,42,45,45
No UK premiere for Rings musical,bbc_entertainment,18,19,19
Blue beat U2 to top France honour,bbc_entertainment,9,10,11
Row threatens Hendrix museum plan,bbc_entertainment,17,18,18
Aviator 'creator' in Oscars snub,bbc_entertainment,12,15,15
Singer's film to show at festival,bbc_entertainment,15,17,16
No ads for Passion Oscar campaign,bbc_entertainment,8,9,9
"DVD review: I, Robot",bbc_entertainment,11,15,15
Foxx and Swank take actors awards,bbc_entertainment,16,19,19
Vibe awards back despite violence,bbc_entertainment,7,9,9
Belle named 'best Scottish band',bbc_entertainment,9,12,12
Band Aid retains number one spot,bbc_entertainment,8,10,10
Career honour for actor DiCaprio,bbc_entertainment,12,14,15
Vera Drake leads UK Oscar hopes,bbc_entertainment,23,26,26
Pixies take on Reading and Leeds,bbc_entertainment,11,13,13
Films on war triumph at Sundance,bbc_entertainment,14,17,17
Media seek Jackson 'juror' notes,bbc_entertainment,16,18,18
'My memories of Marley...',bbc_entertainment,42,43,44
Rock group Korn's guitarist quits,bbc_entertainment,8,10,10
Tautou 'to star in Da Vinci film',bbc_entertainment,9,11,11
Mumbai bombs movie postponed,bbc_entertainment,11,14,14
Wine comedy up for six film gongs,bbc_entertainment,11,12,12
Surprise win for anti-Bush film,bbc_entertainment,12,14,15
Cage film's third week at US top,bbc_entertainment,6,8,8
Brits debate over 'urban' music,bbc_entertainment,111,132,136
TOTP turns to Elvis impersonator,bbc_entertainment,7,9,9
Dame Julie pops in to see Poppins,bbc_entertainment,8,10,10
Church urges Nelly show boycott,bbc_entertainment,10,12,12
Fockers keeps US box office lead,bbc_entertainment,7,8,8
Prodigy join V Festival line-up,bbc_entertainment,9,11,11
Jamelia's return to the top,bbc_entertainment,15,16,20
Elvis 'set for chart hat-trick',bbc_entertainment,8,10,10
Black Sabbath top rock album poll,bbc_entertainment,23,25,25
Aviator wins top Globes accolades,bbc_entertainment,18,24,24
Oscars race enters final furlong,bbc_entertainment,10,13,13
Brando 'rejected Godfather role',bbc_entertainment,11,13,13
Berlin honours S Korean director,bbc_entertainment,8,9,9
Dance music not dead says Fatboy,bbc_entertainment,31,32,32
'Christmas song formula' unveiled,bbc_entertainment,8,10,10
Johnny Cash manager Holiff dies,bbc_entertainment,9,10,10
Singer's film to show at festival,bbc_entertainment,15,17,16
Tautou 'to star in Da Vinci film',bbc_entertainment,9,11,11
Double win for Sea Inside,bbc_entertainment,6,8,8
De Niro film leads US box office,bbc_entertainment,11,14,14
UK 'world's biggest music buyer',bbc_entertainment,15,16,16
Glastonbury fans to get ID cards,bbc_entertainment,12,14,14
Label withdraws McFadden's video,bbc_entertainment,11,14,14
Stars pay tribute to actor Davis,bbc_entertainment,17,18,18
Dutch watch Van Gogh's last film,bbc_entertainment,11,13,13
US TV cuts nudity from BBC film,bbc_entertainment,9,11,11
God cut from Dark Materials film,bbc_entertainment,17,19,19
Michael film signals 'retirement',bbc_entertainment,12,13,13
Youssou N'Dour wins music prize,bbc_entertainment,7,10,10
Cult band Kasabian surge forward,bbc_entertainment,23,26,27
Rap feud in 50 Cent's G-Unit crew,bbc_entertainment,21,26,26
Snow Patrol bassist exits group,bbc_entertainment,12,13,13
Tough schedule delays Elliot show,bbc_entertainment,15,16,16
Goodrem wins top female MTV prize,bbc_entertainment,10,11,11
Rapper films music video in jail,bbc_entertainment,15,17,17
Brit awards for Devon music acts,bbc_entertainment,17,19,21
Mogul Wilson backing UK rap band,bbc_entertainment,15,19,20
Berlin cheers for anti-Nazi film,bbc_entertainment,12,15,15
Oscar nominees gear up for lunch,bbc_entertainment,8,10,11
Horror film heads US box office,bbc_entertainment,9,12,12
Berlin applauds Hotel Rwanda,bbc_entertainment,10,11,11
Downloads enter US singles chart,bbc_entertainment,13,17,17
Sir Paul rocks Super Bowl crowds,bbc_entertainment,14,17,17
Music mogul Fuller sells company,bbc_entertainment,16,17,18
Bening makes awards breakthrough,bbc_entertainment,14,18,18
Russian film wins BBC world prize,bbc_entertainment,9,11,11
Douglas set for Indian adventure,bbc_entertainment,8,11,12
Moreno debut makes Oscar mark,bbc_entertainment,8,9,9
Roxy Music on Isle of Wight bill,bbc_entertainment,7,8,8
Hard act to follow for OutKast,bbc_entertainment,17,17,17
Doves soar to UK album summit,bbc_entertainment,6,9,10
Howl helps boost Japan's cinemas,bbc_entertainment,9,9,10
Spike Lee backs student directors,bbc_entertainment,9,11,11
Church anger over Bollywood film,bbc_entertainment,18,21,21
Wine comedy wins critics' award,bbc_entertainment,8,10,10
Ten-year tragedy of missing Manic,bbc_entertainment,20,36,36
Prince crowned 'top music earner',bbc_entertainment,9,11,11
Download chart debut is delayed,bbc_entertainment,10,12,12
REM announce new Glasgow concert,bbc_entertainment,11,14,14
Singer Ian Brown 'in gig arrest',bbc_entertainment,11,13,13
Rapper 50 Cent scores chart first,bbc_entertainment,7,9,9
U2 stars enter rock Hall of Fame,bbc_entertainment,12,17,17
Singer Sizzla jailed for swearing,bbc_entertainment,8,10,10
Rock star sued by ex-girlfriend,bbc_entertainment,9,11,11
Global release for Japan hit film,bbc_entertainment,9,10,10
Godzilla gets Hollywood fame star,bbc_entertainment,14,15,15
Baby becomes new Oscar favourite,bbc_entertainment,18,19,20
US actor Ossie Davis found dead,bbc_entertainment,13,14,15
Willis sues over movie 'injury',bbc_entertainment,11,13,13
REM concerts blighted by illness,bbc_entertainment,12,14,14
Charity single for quake relief,bbc_entertainment,12,16,16
Byrds producer Melcher dies at 62,bbc_entertainment,8,9,9
Incredibles win animation awards,bbc_entertainment,8,10,10
Oscars steer clear of controversy,bbc_entertainment,23,28,28
Kidman wins photographer battle,bbc_entertainment,11,13,13
Actor Scott is new Bond favourite,bbc_entertainment,10,13,13
Snow Patrol feted at Irish awards,bbc_entertainment,10,12,12
Franz man seeks government help,bbc_entertainment,49,60,64
Ring of Fire hit co-writer dies,bbc_entertainment,9,8,9
Foxx and Swank win US awards,bbc_entertainment,16,19,19
Jugnot 'tops French actor league',bbc_entertainment,10,11,11
Russian film wins BBC world prize,bbc_entertainment,9,11,11
Actor Foxx sees Globe nominations,bbc_entertainment,7,8,8
Bookmakers back Aviator for Oscar,bbc_entertainment,12,14,14
Scissor Sisters triumph at Brits,bbc_entertainment,171,212,225
Spears seeks aborted tour payment,bbc_entertainment,9,11,11
Angels 'favourite funeral song',bbc_entertainment,5,8,9
DJ double act revamp chart show,bbc_entertainment,27,29,29
UK economy facing 'major risks',bbc_business,13,15,15
Aids and climate top Davos agenda,bbc_business,14,18,18
Asian quake hits European shares,bbc_business,28,32,32
India power shares jump on debut,bbc_business,9,10,10
Lacroix label bought by US firm,bbc_business,6,7,7
Insurance bosses plead guilty,bbc_business,6,8,8
Turkey-Iran mobile deal 'at risk',bbc_business,10,12,12
Parmalat to return to stockmarket,bbc_business,9,11,11
WorldCom director admits lying,bbc_business,16,18,18
Ebbers denies WorldCom fraud,bbc_business,14,16,17
Qantas sees profits fly to record,bbc_business,14,15,15
Saudi investor picks up the Savoy,bbc_business,6,7,7
Euronext 'poised to make LSE bid',bbc_business,13,17,17
Cactus diet deal for Phytopharm,bbc_business,9,11,11
